Kanton,BAG_Region,Franchise,Modell,Krankenkasse,Jahr,Praemie,Modell_Franchise
BE,BE3_BAG,2500,GV_Telmed,Philos,2022,272.5666606,GV_Telmed_2500
BE,BE3_BAG,300,GV_Hausarzt,Vivacare,2022,389.6999969,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Hausarzt,CSS,2022,389.75,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Hausarzt,Easy Sana,2023,386.9000092,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_HMO,Swica,2016,200,GV_HMO_2500
BE,BE3_BAG,2500,GV_HMO,Sympany - Moove,2018,284.4,GV_HMO_2500
BE,BE3_BAG,300,GV_OKP,KK Ingenbohl,2019,445.55,GV_OKP_300
BE,BE3_BAG,2500,GV_OKP,Provita,2019,306.6,GV_OKP_2500
BE,BE3_BAG,300,GV_Telmed,KPT,2021,375.5,GV_Telmed_300
BE,BE3_BAG,300,GV_Hausarzt,Sana24,2020,408.3500061,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Telmed,Visana,2023,406.0750046,GV_Telmed_300
BE,BE3_BAG,300,GV_OKP,Mutuel Assurance,2016,383.2,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,Sana24,2016,366.9,GV_Hausarzt_300
BE,BE3_BAG,300,GV_OKP,Concordia,2019,427.6,GV_OKP_300
BE,BE3_BAG,300,GV_Telmed,Sanagate,2017,360,GV_Telmed_300
BE,BE3_BAG,2500,GV_Hausarzt,KK Luzerner Hinterland,2021,304.3999939,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_Hausarzt,Provita,2022,422.2000122,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Telmed,Philos,2024,450.2000122,GV_Telmed_300
BE,BE3_BAG,2500,GV_OKP,KK Luzerner Hinterland,2024,337.9500122,GV_OKP_2500
BE,BE3_BAG,300,GV_OKP,Swica,2018,407.9,GV_OKP_300
BE,BE3_BAG,2500,GV_OKP,Sodalis,2018,283.6,GV_OKP_2500
BE,BE3_BAG,300,GV_Hausarzt,Slkk,2018,360.4,GV_Hausarzt_300
BE,BE3_BAG,300,GV_OKP,Sanagate,2018,384.1,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,Provita,2019,379.1,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Hausarzt,Visana,2018,352.8,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_OKP,Supra,2016,234.1,GV_OKP_2500
BE,BE3_BAG,300,GV_Telmed,Compact,2016,325.6,GV_Telmed_300
BE,BE3_BAG,2500,GV_HMO,KPT,2019,249.8,GV_HMO_2500
BE,BE3_BAG,300,GV_Telmed,KK Luzerner Hinterland,2021,398.0499878,GV_Telmed_300
BE,BE3_BAG,2500,GV_OKP,ÖKK,2021,295.5,GV_OKP_2500
BE,BE3_BAG,2500,GV_HMO,Galenos,2023,310.8999939,GV_HMO_2500
BE,BE3_BAG,300,GV_HMO,Sympany - Vivao,2017,372.4,GV_HMO_300
BE,BE3_BAG,300,GV_OKP,Sana24,2016,421.7,GV_OKP_300
BE,BE3_BAG,300,GV_Telmed,Rhenusana,2019,421.3,GV_Telmed_300
BE,BE3_BAG,300,GV_OKP,Swica,2022,433.8999939,GV_OKP_300
BE,BE3_BAG,300,GV_Telmed,KPT,2022,366.1000061,GV_Telmed_300
BE,BE3_BAG,2500,GV_OKP,KK Steffisburg,2022,287.7000122,GV_OKP_2500
BE,BE3_BAG,2500,GV_OKP,Slkk,2024,367.7000122,GV_OKP_2500
BE,BE3_BAG,300,GV_Hausarzt,Sumiswalder KK,2023,373,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_OKP,Arcosana,2018,289,GV_OKP_2500
BE,BE3_BAG,300,GV_HMO,CSS,2019,378.1,GV_HMO_300
BE,BE3_BAG,2500,GV_Hausarzt,KK Steffisburg,2017,214.4,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_Telmed,Sanitas,2016,241.9,GV_Telmed_2500
BE,BE3_BAG,2500,GV_OKP,EGK-Gesundheitskasse,2019,288,GV_OKP_2500
BE,BE3_BAG,300,GV_Hausarzt,EGK-Gesundheitskasse,2019,373.1,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_OKP,Philos,2021,327.6000061,GV_OKP_2500
BE,BE3_BAG,300,GV_Telmed,EGK-Gesundheitskasse,2021,355,GV_Telmed_300
BE,BE3_BAG,2500,GV_Hausarzt,Sumiswalder KK,2020,273.8999939,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_HMO,Sana24,2024,348.5999908,GV_HMO_2500
BE,BE3_BAG,300,GV_OKP,Avenir,2023,461.6000061,GV_OKP_300
BE,BE3_BAG,2500,GV_HMO,CSS,2023,253.4857167,GV_HMO_2500
BE,BE3_BAG,300,GV_OKP,Easy Sana,2018,457.2,GV_OKP_300
BE,BE3_BAG,2500,GV_HMO,CSS,2017,252,GV_HMO_2500
BE,BE3_BAG,2500,GV_Telmed,Intras,2016,255.7,GV_Telmed_2500
BE,BE3_BAG,2500,GV_Hausarzt,Swica,2016,205,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_Hausarzt,Sympany - Moove,2017,278.65,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_HMO,Sana24,2016,358.5,GV_HMO_300
BE,BE3_BAG,300,GV_Telmed,Wincare,2016,423.7,GV_Telmed_300
BE,BE3_BAG,300,GV_OKP,Rhenusana,2019,453,GV_OKP_300
BE,BE3_BAG,2500,GV_OKP,Easy Sana,2020,351.7999878,GV_OKP_2500
BE,BE3_BAG,300,GV_HMO,Swica,2022,345,GV_HMO_300
BE,BE3_BAG,2500,GV_OKP,EGK-Gesundheitskasse,2023,294.1000061,GV_OKP_2500
BE,BE3_BAG,300,GV_HMO,Progrès,2016,331.6,GV_HMO_300
BE,BE3_BAG,300,GV_HMO,Sana24,2019,402.9,GV_HMO_300
BE,BE3_BAG,300,GV_HMO,Swica,2019,345.3,GV_HMO_300
BE,BE3_BAG,300,GV_HMO,Swica,2018,326.4,GV_HMO_300
BE,BE3_BAG,2500,GV_Hausarzt,Sanitas,2016,245.9,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_HMO,Sympany - Kolping,2017,475.1,GV_HMO_300
BE,BE3_BAG,300,GV_Telmed,Slkk,2021,354.2000122,GV_Telmed_300
BE,BE3_BAG,300,GV_Hausarzt,Sumiswalder KK,2024,388.5,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_HMO,Atupri,2023,270.1000061,GV_HMO_2500
BE,BE3_BAG,300,GV_Hausarzt,Mutuel Assurance,2017,372.15,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Hausarzt,Philos,2016,233.87,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_Telmed,Swica,2017,332.8,GV_Telmed_300
BE,BE3_BAG,2500,GV_Telmed,Sanagate,2019,230.8,GV_Telmed_2500
BE,BE3_BAG,300,GV_Telmed,Arcosana,2017,355.2,GV_Telmed_300
BE,BE3_BAG,300,GV_OKP,Avenir,2021,418.6000061,GV_OKP_300
BE,BE3_BAG,2500,GV_Telmed,Agrisano,2021,260.2999878,GV_Telmed_2500
BE,BE3_BAG,2500,GV_Telmed,CSS,2022,281.6000061,GV_Telmed_2500
BE,BE3_BAG,2500,GV_Telmed,Sumiswalder KK,2022,267.7999878,GV_Telmed_2500
BE,BE3_BAG,2500,GV_Telmed,Sympany - Moove,2018,284.4,GV_Telmed_2500
BE,BE3_BAG,2500,GV_Hausarzt,KK Steffisburg,2016,204.05,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_OKP,Agrisano,2017,381.9,GV_OKP_300
BE,BE3_BAG,2500,GV_Telmed,Slkk,2017,248.1,GV_Telmed_2500
BE,BE3_BAG,2500,GV_Telmed,ÖKK,2017,239.1,GV_Telmed_2500
BE,BE3_BAG,300,GV_Hausarzt,Sanitas,2022,407.7999954,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Hausarzt,Assura,2022,356.3000081,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_OKP,CSS,2024,354.1000061,GV_OKP_2500
BE,BE3_BAG,300,GV_Hausarzt,KPT,2023,383.5500031,GV_Hausarzt_300
BE,BE3_BAG,300,GV_OKP,Atupri,2023,445.3999939,GV_OKP_300
BE,BE3_BAG,2500,GV_OKP,Visana,2023,328.7999878,GV_OKP_2500
BE,BE3_BAG,2500,GV_OKP,Atupri,2018,273.1,GV_OKP_2500
BE,BE3_BAG,300,GV_OKP,Progrès,2018,420.4,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,Assura,2016,301.5,GV_Hausarzt_300
BE,BE3_BAG,300,GV_HMO,CSS,2016,375.9,GV_HMO_300
BE,BE3_BAG,2500,GV_Telmed,Progrès,2016,240.3,GV_Telmed_2500
BE,BE3_BAG,300,GV_Hausarzt,Provita,2016,335,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Telmed,Provita,2016,312.2,GV_Telmed_300
BE,BE3_BAG,2500,GV_OKP,Sanitas,2021,316.1000061,GV_OKP_2500
BE,BE3_BAG,300,GV_OKP,CSS - Sanagate,2021,419.3999939,GV_OKP_300
BE,BE3_BAG,300,GV_OKP,Slkk,2020,397.1000061,GV_OKP_300
BE,BE3_BAG,2500,GV_OKP,Sumiswalder KK,2020,304.2999878,GV_OKP_2500
BE,BE3_BAG,300,GV_Hausarzt,Sumiswalder KK,2022,375,GV_Hausarzt_300
BE,BE3_BAG,300,GV_HMO,Galenos,2023,430.2000122,GV_HMO_300
BE,BE3_BAG,300,GV_Telmed,Compact,2018,354.5,GV_Telmed_300
BE,BE3_BAG,300,GV_OKP,Sympany - Vivao,2018,435.3,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,Provita,2018,388.6,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_OKP,KVF,2019,342,GV_OKP_2500
BE,BE3_BAG,300,GV_OKP,Rhenusana,2017,431.5,GV_OKP_300
BE,BE3_BAG,2500,GV_Telmed,KPT,2021,253.6999969,GV_Telmed_2500
BE,BE3_BAG,300,GV_Hausarzt,Rhenusana,2022,438,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Hausarzt,Aquilana,2024,280.3999939,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_Hausarzt,Slkk,2024,439.5,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_OKP,Mutuel Assurance,2023,359.2999878,GV_OKP_2500
BE,BE3_BAG,300,GV_Hausarzt,Visana,2017,347.8,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_OKP,Assura,2021,289.3999939,GV_OKP_2500
BE,BE3_BAG,2500,GV_Telmed,Sana24,2020,313.5,GV_Telmed_2500
BE,BE3_BAG,300,GV_Telmed,Slkk,2024,437.0500031,GV_Telmed_300
BE,BE3_BAG,2500,GV_Hausarzt,Avenir,2019,285.25,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_HMO,Helsana,2017,357.05,GV_HMO_300
BE,BE3_BAG,2500,GV_OKP,Sumiswalder KK,2016,224.8,GV_OKP_2500
BE,BE3_BAG,300,GV_Hausarzt,Atupri,2019,372.5,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Telmed,Sumiswalder KK,2019,384.5,GV_Telmed_300
BE,BE3_BAG,300,GV_Hausarzt,Vita Surselva,2019,415.5,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Hausarzt,Rhenusana,2017,397.7,GV_Hausarzt_300
BE,BE3_BAG,300,GV_OKP,Sympany - Vivao,2021,442.7000122,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,Galenos,2022,395.5,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Telmed,ÖKK,2024,302.8499908,GV_Telmed_2500
BE,BE3_BAG,300,GV_OKP,Slkk,2023,460.7000122,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,Helsana,2023,393.2250061,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Telmed,Sympany - Kolping,2023,434.5000102,GV_Telmed_300
BE,BE3_BAG,300,GV_Telmed,CSS,2023,390.7000122,GV_Telmed_300
BE,BE3_BAG,2500,GV_Telmed,Sympany - Vivao,2018,263.8,GV_Telmed_2500
BE,BE3_BAG,300,GV_HMO,Sana24,2017,362.8,GV_HMO_300
BE,BE3_BAG,300,GV_Hausarzt,Avenir,2021,374.2999878,GV_Hausarzt_300
BE,BE3_BAG,300,GV_OKP,Sodalis,2022,437.6000061,GV_OKP_300
BE,BE3_BAG,2500,GV_Hausarzt,Aquilana,2020,243.3999939,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_HMO,Galenos,2022,276.2000122,GV_HMO_2500
BE,BE3_BAG,300,GV_OKP,Easy Sana,2023,434.7000122,GV_OKP_300
BE,BE3_BAG,300,GV_OKP,Vivacare,2023,460.5,GV_OKP_300
BE,BE3_BAG,2500,GV_Telmed,Helsana,2016,253.2,GV_Telmed_2500
BE,BE3_BAG,300,GV_Telmed,KPT,2018,370.85,GV_Telmed_300
BE,BE3_BAG,2500,GV_OKP,EGK-Gesundheitskasse,2017,288,GV_OKP_2500
BE,BE3_BAG,2500,GV_HMO,Visana,2021,254.3999939,GV_HMO_2500
BE,BE3_BAG,300,GV_OKP,Vivacare,2022,442.2999878,GV_OKP_300
BE,BE3_BAG,2500,GV_Telmed,Agrisano,2020,249.5,GV_Telmed_2500
BE,BE3_BAG,300,GV_Telmed,Swica,2020,364.6500092,GV_Telmed_300
BE,BE3_BAG,2500,GV_Hausarzt,Sympany - Moove,2020,326.2000122,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_OKP,KK Ingenbohl,2020,445.5499878,GV_OKP_300
BE,BE3_BAG,300,GV_Telmed,Sympany - Moove,2020,440.6000061,GV_Telmed_300
BE,BE3_BAG,2500,GV_Hausarzt,Visana,2022,256.8500061,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_Hausarzt,Galenos,2022,276.2000122,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_Hausarzt,Sympany - Vivao,2023,417.2000122,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_OKP,ÖKK,2018,285.3,GV_OKP_2500
BE,BE3_BAG,300,GV_HMO,Atupri,2018,343.7,GV_HMO_300
BE,BE3_BAG,300,GV_Telmed,Visana,2017,357.95,GV_Telmed_300
BE,BE3_BAG,300,GV_Hausarzt,Intras,2017,378.3,GV_Hausarzt_300
BE,BE3_BAG,300,GV_OKP,Agrisano,2021,404.7999878,GV_OKP_300
BE,BE3_BAG,300,GV_HMO,Sanitas,2020,368.25,GV_HMO_300
BE,BE3_BAG,2500,GV_Hausarzt,Visana,2024,303.7999878,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_Hausarzt,Rhenusana,2023,471.8999939,GV_Hausarzt_300
BE,BE3_BAG,300,GV_HMO,Concordia,2018,354.3,GV_HMO_300
BE,BE3_BAG,300,GV_Hausarzt,Avenir,2017,348.25,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_HMO,Sympany - Vivao,2017,253.1,GV_HMO_2500
BE,BE3_BAG,2500,GV_Telmed,Visana,2019,268.6,GV_Telmed_2500
BE,BE3_BAG,300,GV_Hausarzt,CSS - Intras,2019,382.5,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_OKP,KPT,2017,279,GV_OKP_2500
BE,BE3_BAG,300,GV_Hausarzt,Galenos,2017,353.4,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Telmed,ÖKK,2022,352.1999969,GV_Telmed_300
BE,BE3_BAG,2500,GV_Hausarzt,Sumiswalder KK,2024,279,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_Hausarzt,Provita,2023,308.25,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_Telmed,Avenir,2023,282.5500031,GV_Telmed_2500
BE,BE3_BAG,300,GV_HMO,Atupri,2023,392,GV_HMO_300
BE,BE3_BAG,2500,GV_HMO,Sana24,2023,307,GV_HMO_2500
BE,BE3_BAG,300,GV_OKP,Visana,2018,415,GV_OKP_300
BE,BE3_BAG,2500,GV_OKP,Sumiswalder KK,2018,278.5,GV_OKP_2500
BE,BE3_BAG,2500,GV_Telmed,Philos,2017,231.1,GV_Telmed_2500
BE,BE3_BAG,300,GV_OKP,Sympany,2016,397.2,GV_OKP_300
BE,BE3_BAG,2500,GV_OKP,Moove Sympany,2016,312.3,GV_OKP_2500
BE,BE3_BAG,300,GV_Telmed,Helsana,2020,375.3500061,GV_Telmed_300
BE,BE3_BAG,2500,GV_HMO,Provita,2020,271.1000061,GV_HMO_2500
BE,BE3_BAG,300,GV_Hausarzt,Avenir,2023,403.9499969,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Telmed,Easy Sana,2019,297.6,GV_Telmed_2500
BE,BE3_BAG,300,GV_Hausarzt,Easy Sana,2018,413.85,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_HMO,Helsana,2016,244.65,GV_HMO_2500
BE,BE3_BAG,300,GV_OKP,Progrès,2019,431.6,GV_OKP_300
BE,BE3_BAG,300,GV_OKP,Intras,2017,420.4,GV_OKP_300
BE,BE3_BAG,300,GV_HMO,Vivacare,2017,333.8,GV_HMO_300
BE,BE3_BAG,2500,GV_Telmed,KVF Krankenversicherung,2017,243.2,GV_Telmed_2500
BE,BE3_BAG,300,GV_Hausarzt,Vivacare,2021,383.25,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_OKP,Sana24,2021,336.2999878,GV_OKP_2500
BE,BE3_BAG,300,GV_OKP,Vivacare,2021,435,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,Sympany - Vivao,2021,394.1000061,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_HMO,KPT,2021,263.2000122,GV_HMO_2500
BE,BE3_BAG,300,GV_Telmed,Slkk,2022,353.5500031,GV_Telmed_300
BE,BE3_BAG,300,GV_OKP,Provita,2022,474.2999878,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,Galenos,2020,378.6499939,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Hausarzt,KK Steffisburg,2020,378.25,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Hausarzt,Sanitas,2023,296.1000061,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_HMO,Sympany - Kolping,2023,436.2000122,GV_HMO_300
BE,BE3_BAG,2500,GV_HMO,Vivacare,2018,237.6,GV_HMO_2500
BE,BE3_BAG,300,GV_Hausarzt,Mutuel Assurance,2019,417.15,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Hausarzt,Supra,2017,214.3,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_HMO,Vivacare,2017,233,GV_HMO_2500
BE,BE3_BAG,300,GV_OKP,Vita Surselva,2021,453.25,GV_OKP_300
BE,BE3_BAG,300,GV_OKP,EGK-Gesundheitskasse,2020,401.2999878,GV_OKP_300
BE,BE3_BAG,300,GV_OKP,Galenos,2020,440.6499939,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,Mutuel Assurance,2022,389.0666606,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Hausarzt,EGK-Gesundheitskasse,2022,361.8999939,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_OKP,CSS,2018,330.8,GV_OKP_2500
BE,BE3_BAG,2500,GV_Hausarzt,EGK-Gesundheitskasse,2018,247.1,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_Hausarzt,Easy Sana,2017,267.45,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_HMO,KPT,2017,353.5,GV_HMO_300
BE,BE3_BAG,300,GV_Hausarzt,ÖKK,2016,334.8,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Hausarzt,KK Luzerner Hinterland,2019,429.5,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Hausarzt,CSS,2019,285.8,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_OKP,CSS,2021,447.2999878,GV_OKP_300
BE,BE3_BAG,300,GV_HMO,Galenos,2022,395.5,GV_HMO_300
BE,BE3_BAG,300,GV_Telmed,Helsana,2024,432.1499939,GV_Telmed_300
BE,BE3_BAG,2500,GV_Telmed,Concordia,2024,289.7999878,GV_Telmed_2500
BE,BE3_BAG,300,GV_Hausarzt,Galenos,2018,367.4,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Telmed,CSS - Intras,2019,263.2,GV_Telmed_2500
BE,BE3_BAG,300,GV_Hausarzt,Mutuel Assurance,2018,412.9,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Hausarzt,Swica,2017,225.35,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_OKP,EGK-Gesundheitskasse,2017,410,GV_OKP_300
BE,BE3_BAG,300,GV_OKP,Sodalis,2017,382.1,GV_OKP_300
BE,BE3_BAG,300,GV_HMO,Sanitas,2021,388.6750031,GV_HMO_300
BE,BE3_BAG,300,GV_HMO,Visana,2021,374.3999939,GV_HMO_300
BE,BE3_BAG,2500,GV_Telmed,KK Steffisburg,2021,249.6999969,GV_Telmed_2500
BE,BE3_BAG,2500,GV_Hausarzt,KK Luzerner Hinterland,2020,304.3999939,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_OKP,Atupri,2022,305.7000122,GV_OKP_2500
BE,BE3_BAG,300,GV_Telmed,Sympany - Moove,2018,406.3,GV_Telmed_300
BE,BE3_BAG,2500,GV_HMO,KPT,2018,240.3,GV_HMO_2500
BE,BE3_BAG,2500,GV_Hausarzt,Sympany - Vivao,2019,264.45,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_OKP,Sodalis,2019,308.1,GV_OKP_2500
BE,BE3_BAG,300,GV_Hausarzt,Swica,2021,373.2999878,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_OKP,KPT,2020,317,GV_OKP_2500
BE,BE3_BAG,300,GV_OKP,Avenir,2022,427.7999878,GV_OKP_300
BE,BE3_BAG,2500,GV_Hausarzt,Philos,2022,275.9666646,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_OKP,EGK-Gesundheitskasse,2022,397.6000061,GV_OKP_300
BE,BE3_BAG,300,GV_OKP,Agrisano,2024,450.6000061,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,Concordia,2024,427.8999939,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Hausarzt,KK Luzerner Hinterland,2024,439.2000122,GV_Hausarzt_300
BE,BE3_BAG,300,GV_OKP,Provita,2018,436.6,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,Helsana,2019,376.73,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Telmed,Swica,2021,364.6500092,GV_Telmed_300
BE,BE3_BAG,2500,GV_OKP,Rhenusana,2021,356.7000122,GV_OKP_2500
BE,BE3_BAG,300,GV_Hausarzt,Supra,2020,388.25,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Hausarzt,Klug,2022,440.2999878,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Hausarzt,KPT,2024,307.8000031,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_Hausarzt,Rhenusana,2024,511.5,GV_Hausarzt_300
BE,BE3_BAG,300,GV_OKP,Vita Surselva,2018,429.4,GV_OKP_300
BE,BE3_BAG,300,GV_HMO,Vivacare,2018,350.1,GV_HMO_300
BE,BE3_BAG,300,GV_Telmed,Vivacare,2017,363.6,GV_Telmed_300
BE,BE3_BAG,2500,GV_Hausarzt,Sana24,2016,262.6,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_OKP,Sympany,2016,277.8,GV_OKP_2500
BE,BE3_BAG,300,GV_OKP,Assura,2019,395.4,GV_OKP_300
BE,BE3_BAG,2500,GV_HMO,Sympany - Kolping,2019,405.1,GV_HMO_2500
BE,BE3_BAG,2500,GV_Hausarzt,Sympany - Moove,2022,342.3999939,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_Telmed,Sympany - Vivao,2020,391.6000061,GV_Telmed_300
BE,BE3_BAG,2500,GV_Hausarzt,ÖKK,2024,305.1000061,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_HMO,Provita,2023,366.2000122,GV_HMO_300
BE,BE3_BAG,300,GV_OKP,Sodalis,2023,450.7000122,GV_OKP_300
BE,BE3_BAG,300,GV_OKP,KK Ingenbohl,2018,428.45,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,ÖKK,2018,364.1,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Hausarzt,Easy Sana,2016,261.15,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_Hausarzt,Philos,2019,407.2,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Hausarzt,Progrès,2017,351.17,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Telmed,Vivacare,2017,253.8,GV_Telmed_2500
BE,BE3_BAG,300,GV_OKP,Vita Surselva,2019,437.35,GV_OKP_300
BE,BE3_BAG,300,GV_OKP,Slkk,2019,419.8,GV_OKP_300
BE,BE3_BAG,2500,GV_Telmed,Rhenusana,2019,310.3,GV_Telmed_2500
BE,BE3_BAG,2500,GV_OKP,Provita,2017,293,GV_OKP_2500
BE,BE3_BAG,300,GV_OKP,KPT,2021,438.8999939,GV_OKP_300
BE,BE3_BAG,300,GV_OKP,Klug,2021,489.2000122,GV_OKP_300
BE,BE3_BAG,300,GV_Telmed,Sodalis,2024,424.9499969,GV_Telmed_300
BE,BE3_BAG,300,GV_Telmed,Swica,2024,448.799998,GV_Telmed_300
BE,BE3_BAG,300,GV_Hausarzt,Swica,2023,421.1500092,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Telmed,Sumiswalder KK,2023,265.6000061,GV_Telmed_2500
BE,BE3_BAG,300,GV_OKP,Arcosana,2018,408.3,GV_OKP_300
BE,BE3_BAG,300,GV_Telmed,Progrès,2017,361.25,GV_Telmed_300
BE,BE3_BAG,2500,GV_Telmed,Swica,2018,231.6,GV_Telmed_2500
BE,BE3_BAG,300,GV_OKP,Moove Sympany,2016,434.2,GV_OKP_300
BE,BE3_BAG,2500,GV_OKP,Helsana,2019,318.8,GV_OKP_2500
BE,BE3_BAG,300,GV_Hausarzt,Sana24,2019,398.4,GV_Hausarzt_300
BE,BE3_BAG,300,GV_HMO,Sympany - Vivao,2019,390.5,GV_HMO_300
BE,BE3_BAG,2500,GV_Telmed,EGK-Gesundheitskasse,2017,241,GV_Telmed_2500
BE,BE3_BAG,300,GV_OKP,Sana24,2021,456.2000122,GV_OKP_300
BE,BE3_BAG,2500,GV_Hausarzt,Atupri,2021,257.1000061,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_OKP,KK Luzerner Hinterland,2020,442.2999878,GV_OKP_300
BE,BE3_BAG,2500,GV_Hausarzt,CSS,2020,283.2999878,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_OKP,Vita Surselva,2023,349.6499939,GV_OKP_2500
BE,BE3_BAG,300,GV_HMO,Sana24,2023,426.8999939,GV_HMO_300
BE,BE3_BAG,300,GV_OKP,CSS,2018,450.1,GV_OKP_300
BE,BE3_BAG,300,GV_Hausarzt,Philos,2016,336.17,GV_Hausarzt_300
BE,BE3_BAG,2500,GV_Hausarzt,Sansan,2016,228.99,GV_Hausarzt_2500
BE,BE3_BAG,2500,GV_Telmed,Visana,2016,245.9,GV_Telmed_2500
BE,BE3_BAG,300,GV_Hausarzt,Agrisano,2019,363.9,GV_Hausarzt_300
BE,BE3_BAG,300,GV_Telmed,Sumiswalder KK,2020,379.8999939,GV_Telmed_300
BE,BE3_BAG,300,GV_HMO,KK Steffisburg,2023,370.6000061,GV_HMO_300
BE,BE3_BAG,2500,GV_Hausarzt,Klug,2023,339.1000061,GV_Hausarzt_2500
BE,BE3_BAG,300,GV_Telmed,Avenir,2023,401.6499939,GV_Telmed_300
